order_datetime,origin_longitude,origin_latitude,m_order_eta,order_gk,order_status_key,is_driver_assigned_key,cancellations_time_in_seconds
2:12:13,-0.950652,51.451404,,3000595221080,4,0,128
2:38:28,-0.948534,51.440262,,3000595245762,4,0,225
1:55:51,-0.973348,51.453919,,3000595220873,4,0,121
3:08:37,-0.942939,51.44082,,3000595246044,4,0,71
23:27:42,-0.95889,51.464695,,3000595771270,4,0,214
3:04:16,-0.944338,51.441401,,3000595246015,9,0,
12:34:13,-0.908695,51.444268,898,3000595496037,4,1,41
22:01:22,-0.955872,51.442353,,3000595721951,9,0,
23:31:31,-0.972038,51.457825,,3000595771396,9,0,
3:25:57,-0.942939,51.44082,,3000595270625,9,0,
6:16:43,-0.946734,51.447946,358,3000595320894,4,1,68
2:13:34,-0.942944,51.440787,,3000595221089,4,0,248
1:07:42,-0.971916,51.45992,298,3000595146907,4,1,138
22:17:01,-0.95801,51.421609,,3000595722752,9,0,
2:39:47,-0.942527,51.441166,,3000595245786,9,0,
3:00:36,-0.944338,51.441401,,3000595245970,4,0,206
21:46:05,-0.995212,51.450274,,3000595721642,4,0,135
3:16:49,-0.942939,51.44082,,3000595246152,9,0,
0:38:06,-0.9428,51.440426,357,3000595146432,4,1,158
6:19:39,-0.946734,51.447946,,3000595320899,4,0,5
21:23:15,-0.945261,51.444823,,3000595721037,9,0,
0:46:48,-0.990434,51.455765,478,3000595146584,4,1,564
2:02:57,-0.950457,51.450795,,3000595220931,9,0,
21:24:48,-0.97148,51.458364,,3000595721095,9,0,
1:27:27,-0.942944,51.440787,,3000595220604,4,0,14
21:32:16,-0.956984,51.457303,,3000595721267,4,0,56
3:11:02,-0.973505,51.456854,,3000595246060,4,0,41
21:15:02,-0.970252,51.469349,,3000595697045,4,0,182
22:44:45,-0.972558,51.452627,298,3000595746679,4,1,212
0:43:01,-0.936465,51.442735,178,3000595146523,4,1,473
3:35:11,-0.947598,51.444215,,3000595270652,9,0,
2:27:41,-0.957037,51.44935,178,3000595245647,4,1,272
22:19:37,-0.947869,51.451482,,3000595722834,4,0,9
1:57:58,-0.973348,51.453919,,3000595220897,4,0,98
1:42:25,-0.973688,51.456641,,3000595220746,4,0,78
3:03:13,-0.944567,51.446622,,3000595246001,9,0,
3:14:59,-0.942547,51.45514,,3000595246130,9,0,
2:17:17,-0.973213,51.456749,,3000595221122,9,0,
23:40:14,-1.013743,51.465097,,3000595771653,9,0,
1:06:33,-0.942939,51.44082,,3000595146880,4,0,182
2:21:31,-0.968276,51.455058,,3000595221160,9,0,
23:00:39,-0.972018,51.458431,,3000595747239,4,0,85
23:56:20,-1.013743,51.465097,,3000595772047,9,0,
21:45:23,-0.955922,51.442384,,3000595721620,9,0,
0:04:30,-0.944338,51.441401,417,3000595121858,4,1,944
21:11:49,-0.950504,51.449779,,3000595696978,4,0,36
3:13:31,-0.943153,51.441047,,3000595246108,9,0,
21:57:08,-0.947419,51.447584,,3000595721843,4,0,86
21:46:39,-1.016835,51.44904,,3000595721656,9,0,
9:01:24,-0.970779,51.468122,,3000595396231,9,0,
1:02:40,-0.942939,51.44082,,3000595146818,4,0,226
2:29:18,-0.952524,51.45249,,3000595245665,9,0,
21:22:32,-0.970347,51.469452,,3000595697226,4,0,18
3:31:37,-0.944166,51.442183,,3000595270662,4,0,107
23:45:33,-0.97718,51.46736,,3000595771587,4,0,522
20:44:50,-0.897889,51.449414,,3000595696411,9,0,
11:33:45,-0.963063,51.449616,,3000595471066,9,0,
3:11:47,-0.973335,51.456743,718,3000595246076,4,1,59
21:42:39,-0.95737,51.422892,,3000595721557,9,0,
1:23:41,-0.972246,51.45679,,3000595220566,4,0,13
1:58:44,-0.973802,51.456616,,3000595220904,9,0,
3:04:05,-0.944338,51.441401,,3000595246011,9,0,
2:08:33,-0.942724,51.441462,,3000595221023,9,0,
3:37:07,-0.947584,51.444231,,3000595270713,4,0,6
2:46:16,-0.99331,51.45629,,3000595245854,9,0,
3:09:17,-0.973939,51.456585,,3000595246050,9,0,
21:53:59,-0.966011,51.448064,,3000595721785,9,0,
2:02:32,-0.946799,51.44276,,3000595220923,9,0,
0:31:48,-0.967757,51.454901,,3000595146345,4,0,77
3:19:26,-0.976022,51.456212,,3000595246181,4,0,39
21:19:46,-0.968181,51.452604,,3000595697164,4,0,132
1:24:05,-0.972153,51.457416,657,3000595220570,4,1,221
13:27:16,-0.958791,51.459481,656,3000595520916,4,1,85
4:36:21,-0.96411,51.454793,,3000595295668,4,0,7
23:44:42,-1.013743,51.465097,538,3000595771752,4,1,692
3:11:20,-0.971408,51.453642,,3000595246071,9,0,
6:06:14,-0.957179,51.453449,299,3000595320843,4,1,55
0:28:36,-0.9428,51.440426,,3000595146305,9,0,
1:58:26,-0.950457,51.450795,,3000595220903,9,0,
2:56:13,-0.944338,51.441401,,3000595245930,9,0,
21:08:19,-0.950439,51.449646,,3000595696845,4,0,190
21:29:30,-0.972046,51.457949,,3000595721221,4,0,149
2:11:13,-0.943643,51.441266,,3000595221074,4,0,131
3:30:04,-0.942939,51.44082,,3000595270653,9,0,
20:54:44,-0.990282,51.44517,,3000595696541,9,0,
1:17:10,-0.974954,51.454954,894,3000595146999,4,1,280
3:22:39,-0.943153,51.441047,,3000595246225,9,0,
22:04:50,-0.966668,51.440291,,3000595722127,4,0,22
21:47:34,-0.966011,51.448064,,3000595721678,9,0,
1:22:15,-0.973654,51.45676,,3000595147059,4,0,36
2:34:02,-0.967591,51.450959,,3000595245727,4,0,68
12:20:55,-0.966775,51.443524,658,3000595472107,4,1,42
3:11:11,-0.942939,51.44082,,3000595246063,9,0,
16:57:38,-0.973893,51.435209,298,3000553646497,4,1,102
23:42:26,-0.969221,51.421318,,3000553821160,9,0,
8:12:42,-0.948674,51.450062,538,3000553421824,4,1,1135
16:59:49,-0.973859,51.435358,297,3000553646633,4,1,16
11:49:25,-0.970928,51.455738,60,3000553521196,4,1,385
2:57:12,-0.957066,51.443216,298,3000553295448,4,1,160
20:00:05,-0.971657,51.468431,,3000553721415,4,0,74
20:30:00,-0.972046,51.457948,119,3000553745834,4,1,222
16:12:55,-0.961375,51.449302,286,3000553621931,4,1,165
16:24:50,-0.992978,51.421139,,3000553645730,4,0,183
9:28:29,-0.94621,51.456009,60,3000553470696,4,1,219
8:47:14,-0.946276,51.448976,,3000553446681,4,0,128
8:36:12,-0.946276,51.448976,,3000553446139,4,0,5
21:13:50,-0.987306,51.421543,,3000553746812,4,0,43
8:25:33,-0.994042,51.427066,,3000553445613,9,0,
10:04:04,-0.950218,51.450942,239,3000553471682,4,1,8
6:55:03,-0.953193,51.471424,,3000553395674,4,0,141
23:27:38,-0.947645,51.425965,595,3000553820900,4,1,776
9:02:50,-0.950337,51.453191,538,3000553447192,4,1,91
20:32:47,-0.972046,51.457948,,3000553745940,4,0,75
21:38:16,-0.951583,51.451689,,3000553771111,9,0,
8:38:27,-0.978146,51.455151,,3000553446230,9,0,
8:27:07,-0.979227,51.456145,60,3000553445664,4,1,339
15:39:52,-0.969628,51.455033,417,3000553621098,4,1,93
8:30:44,-0.966427,51.454694,658,3000553445718,4,1,210
16:28:15,-0.991408,51.421107,,3000553645804,4,0,220
8:45:04,-0.946276,51.448976,640,3000553446552,4,1,90
21:40:45,-0.948711,51.449002,,3000553771170,9,0,
18:51:17,-0.944931,51.444886,,3000553696375,4,0,208
23:26:54,-0.940239,51.44534,60,3000553820874,4,1,498
11:24:41,-0.980247,51.451649,119,3000553520585,4,1,15
8:13:24,-0.950955,51.429701,,3000553421900,4,0,25
19:59:29,-0.971657,51.468431,,3000553721405,4,0,6
8:26:47,-0.966427,51.454694,118,3000553445652,4,1,20
8:16:50,-0.975709,51.455854,419,3000553422036,4,1,31
12:57:46,-0.941612,51.437459,418,3000553546283,4,1,319
20:44:21,-0.972145,51.458056,60,3000553746172,4,1,930
8:23:32,-0.954281,51.457664,838,3000553445520,4,1,146
8:23:23,-0.968292,51.400069,,3000553445516,9,0,
9:39:35,-0.969089,51.451252,119,3000553471006,4,1,297
9:50:38,-0.95558,51.453493,,3000553471356,4,0,6
15:41:32,-0.969628,51.455033,,3000553621117,4,0,9
19:47:01,-0.9716,51.458949,118,3000553721143,4,1,46
3:04:30,-0.936465,51.442735,179,3000553295463,4,1,62
10:51:57,-0.947579,51.441526,118,3000553496206,4,1,125
8:09:09,-0.950955,51.429701,,3000553421708,9,0,
1:11:39,-0.966062,51.454821,238,3000553196277,4,1,523
8:34:30,-0.977197,51.431071,479,3000553446059,4,1,255
8:50:45,-0.949799,51.448807,,3000553446792,4,0,65
23:27:28,-0.947645,51.425965,,3000553820889,9,0,
20:01:54,-0.969576,51.441779,,3000553721440,4,0,25
18:36:22,-0.960342,51.453747,,3000553696013,4,0,40
8:53:17,-0.949799,51.448807,1078,3000553446842,4,1,181
16:54:41,-0.973496,51.435306,102,3000553646460,4,1,44
0:11:44,-0.945261,51.444823,179,3000553171607,4,1,392
16:32:11,-0.991442,51.421194,,3000553645889,4,0,17
9:05:51,-0.943132,51.45394,739,3000553447420,4,1,136
22:28:48,-0.948534,51.440262,,3000578825978,9,0,
22:19:00,-0.966691,51.444513,957,3000578802521,4,1,78
14:40:03,-0.992991,51.477417,,3000578626125,4,0,92
14:17:11,-0.947681,51.444165,358,3000578602104,4,1,479
17:50:58,-0.949141,51.452298,859,3000578703156,4,1,182
17:21:15,-0.953146,51.450179,,3000578677644,4,0,6
5:30:19,-0.974777,51.475436,,3000578400467,4,0,129
13:21:57,-0.978916,51.456173,,3000578577117,4,0,248
2:15:30,-0.969038,51.454714,,3000578300741,4,0,61
13:42:34,-0.986214,51.449561,,3000578601274,9,0,
22:52:52,-0.969613,51.455125,298,3000578826593,4,1,80
19:03:51,-0.9555,51.453015,,3000578727380,4,0,36
20:13:47,-0.971296,51.458115,298,3000578752086,4,1,61
23:24:31,-0.988989,51.45624,,3000578850917,4,0,110
12:49:55,-0.95182,51.445187,,3000578576301,9,0,
16:11:55,-1.00262,51.441395,,3000578652485,9,0,
10:05:53,-0.967219,51.439306,838,3000578502051,4,1,97
9:54:06,-0.996736,51.458982,,3000578501622,9,0,
15:12:48,-0.917694,51.423399,,3000578627149,4,0,181
7:58:00,-0.98121,51.454201,1018,3000578451407,4,1,498
8:39:13,-0.981439,51.449553,,3000578476521,9,0,
8:37:28,-0.981439,51.449553,,3000578476403,9,0,
17:12:12,-0.976101,51.433817,,3000578677248,9,0,
11:14:47,-0.949991,51.450052,,3000578526869,4,0,85
12:52:40,-0.949811,51.45616,,3000578576296,9,0,
8:05:43,-0.917978,51.428434,358,3000578451991,4,1,16
15:20:38,-0.917694,51.423399,,3000578627488,9,0,
16:11:10,-1.00262,51.441395,,3000578652474,9,0,
17:28:37,-0.984543,51.473454,,3000578701110,4,0,5
19:07:34,-0.9555,51.453015,,3000578727546,4,0,112
1:03:47,-0.948711,51.448466,,3000578226535,9,0,
0:44:22,-0.970786,51.468982,,3000578226237,4,0,88
17:34:42,-0.966283,51.45475,478,3000578701541,4,1,234
20:02:35,-0.954527,51.453351,175,3000578751823,4,1,453
8:53:44,-0.994204,51.4511,418,3000578477400,4,1,69
11:57:18,-0.997427,51.425118,,3000578551535,4,0,84
9:10:25,-1.026183,51.441919,,3000578478224,4,0,54
12:54:29,-0.973763,51.458671,,3000578576413,4,0,124
18:29:11,-0.958621,51.45951,,3000578725935,9,0,
13:17:32,-0.979132,51.456175,,3000578576987,4,0,248
23:35:48,-0.952001,51.445194,,3000578851234,9,0,
22:20:29,-0.966691,51.444513,,3000578802562,4,0,184
22:09:45,-0.974505,51.461308,,3000578802349,4,0,43
16:10:03,-0.992317,51.441893,60,3000578652441,4,1,210
0:23:59,-0.97148,51.458364,,3000578202171,9,0,
19:06:38,-0.984915,51.456987,,3000578727503,9,0,
23:21:18,-0.972149,51.458253,238,3000578827281,4,1,202
22:16:25,-0.977587,51.467576,,3000578802467,4,0,72
17:08:41,-0.934358,51.448393,,3000578677166,4,0,84
16:54:36,-0.956175,51.448103,,3000578676665,9,0,
4:31:06,-0.935599,51.457324,,3000578375459,9,0,
8:40:30,-0.977956,51.455214,598,3000578476077,4,1,637
20:29:02,-0.971289,51.453621,,3000578775985,4,0,7
17:55:15,-0.978241,51.442229,,3000578703443,4,0,205
13:41:53,-0.95002,51.449632,178,3000578601259,4,1,569
14:53:58,-0.956998,51.449458,298,3000578626493,4,1,159
1:04:43,-0.970483,51.456623,,3000578226545,4,0,227
20:55:56,-0.96883,51.453865,,3000578776632,4,0,7
17:30:23,-0.966283,51.45475,,3000578701219,9,0,
22:07:47,-0.976787,51.466615,418,3000578802158,4,1,288
19:09:44,-0.95558,51.453493,,3000578727603,4,0,105
9:55:11,-0.996736,51.458982,,3000578501661,9,0,
18:43:54,-0.996596,51.483846,538,3000578726483,4,1,182
21:35:30,-0.968743,51.452031,,3000578801146,9,0,
19:26:25,-0.965398,51.43963,,3000578750879,4,0,255
22:15:47,-0.967009,51.466583,,3000578802455,9,0,
13:18:52,-0.971839,51.446178,,3000578577006,9,0,
16:20:31,-0.992317,51.441893,,3000578652738,4,0,40
1:00:55,-0.948711,51.448466,,3000578226493,4,0,166
12:54:09,-0.95182,51.445187,,3000578576395,9,0,
7:04:46,-0.945261,51.444823,958,3000578425906,4,1,95
12:28:11,-0.952061,51.444771,,3000578575700,4,0,82
9:55:02,-0.996736,51.458982,,3000578501650,9,0,
0:35:20,-0.97297,51.453987,,3000578226094,4,0,9
1:50:21,-0.974797,51.454844,,3000578300575,9,0,
21:16:59,-0.968669,51.453767,238,3000578777120,4,1,42
19:04:37,-0.971995,51.457894,,3000578727413,9,0,
21:34:05,-0.947549,51.444272,60,3000578801091,4,1,72
8:24:37,-0.975711,51.455658,,3000578475586,4,0,77
12:59:22,-0.973763,51.458671,,3000578576475,4,0,324
10:03:13,-0.964913,51.44069,348,3000578501956,4,1,106
12:35:41,-0.955982,51.459724,657,3000578575899,4,1,276
13:01:44,-0.949811,51.45616,,3000578576602,9,0,
9:10:15,-0.974904,51.473368,662,3000578478136,4,1,205
18:53:07,-0.970557,51.459935,,3000578726989,4,0,113
19:42:10,-0.968451,51.456316,,3000578751305,9,0,
21:08:37,-0.963663,51.45208,,3000578776929,9,0,
17:06:27,-0.934358,51.448393,,3000578677122,4,0,128
9:03:13,-1.002254,51.447978,,3000578477855,9,0,
3:13:47,-0.971389,51.44927,,3000578325605,4,0,10
8:43:37,-0.981439,51.449553,839,3000578476773,4,1,165
15:10:48,-0.917105,51.47023,,3000578627085,9,0,
13:11:35,-0.960505,51.455154,897,3000578576826,4,1,116
17:09:14,-0.99213,51.455851,,3000578677160,9,0,
9:27:15,-1.044411,51.46582,,3000578500665,9,0,
16:53:55,-0.966905,51.443596,,3000578676602,9,0,
12:59:26,-0.950303,51.445155,,3000578576524,9,0,
15:52:46,-0.958971,51.453003,838,3000578651748,4,1,257
12:57:25,-0.949811,51.45616,,3000578576480,4,0,247
8:31:55,-0.968207,51.44652,111,3000578476004,4,1,378
17:26:32,-0.959444,51.453906,,3000578700954,9,0,
19:09:36,-0.955489,51.453083,,3000578727602,4,0,163
23:52:14,-0.983178,51.464323,,3000578851627,4,0,8
11:31:00,-0.98509,51.456525,239,3000578550835,4,1,211
14:02:07,-0.951395,51.450536,60,3000578601758,4,1,29
16:58:45,-0.956266,51.448147,,3000578676842,4,0,29
14:44:48,-0.96776,51.454905,359,3000578626252,4,1,46
14:59:41,-0.969213,51.450576,,3000578626653,9,0,
8:35:02,-0.97333,51.430753,,3000578476253,9,0,
15:31:08,-0.970714,51.465802,,3000578650976,9,0,
8:44:11,-0.971618,51.457958,1198,3000578476820,4,1,121
17:27:20,-0.973398,51.458384,479,3000578701007,4,1,65
15:16:09,-0.917105,51.47023,,3000578627308,4,0,4
21:41:27,-0.986891,51.41927,119,3000578801297,4,1,413
17:02:55,-0.934321,51.448363,778,3000578676983,4,1,51
23:29:37,-0.959731,51.443802,179,3000578851071,4,1,36
9:11:45,-1.026168,51.441803,419,3000578478276,4,1,23
15:24:17,-1.033644,51.44566,297,3000578650723,4,1,19
14:49:59,-0.98495,51.451534,60,3000578626410,4,1,1063
2:28:30,-0.966529,51.454694,180,3000578325394,4,1,52
19:56:10,-0.957598,51.452343,119,3000578751716,4,1,363
20:46:04,-0.950008,51.448715,,3000578776409,9,0,
13:25:55,-0.961819,51.4629,,3000578600705,9,0,
18:57:31,-0.971736,51.45806,418,3000578727159,4,1,63
15:29:04,-0.954506,51.447218,,3000578650865,4,0,194
13:48:21,-0.975358,51.455172,,3000578601426,4,0,108
17:17:29,-0.970968,51.453389,,3000578677500,4,0,75
9:53:44,-0.996736,51.458982,,3000578501605,9,0,
19:05:19,-0.955489,51.453083,,3000578727289,9,0,
1:00:36,-0.946358,51.439779,,3000578226487,4,0,214
8:46:01,-0.97333,51.430753,,3000578476936,4,0,6
15:08:00,-0.98495,51.451534,,3000578627028,9,0,
23:44:35,-0.936326,51.448995,,3000578851415,4,0,45
13:00:58,-0.951944,51.444863,,3000578576579,9,0,
17:57:39,-0.972314,51.444184,,3000578703829,4,0,52
16:55:45,-0.944946,51.435447,,3000578676725,4,0,138
1:01:01,-0.950892,51.448838,419,3000578226496,4,1,210
13:42:27,-0.973307,51.41956,719,3000578601248,4,1,171
17:15:29,-0.99298,51.421161,,3000578677398,9,0,
17:32:04,-0.958783,51.455313,898,3000578701346,4,1,97
19:10:56,-0.984915,51.456987,,3000578727645,4,0,43
14:56:01,-0.969213,51.450576,,3000578626420,4,0,540
9:03:20,-1.002254,51.447978,,3000578477864,9,0,
23:48:12,-0.968321,51.466182,,3000578851502,4,0,158
22:44:24,-0.965118,51.443232,,3000578826376,4,0,105
23:24:54,-0.971995,51.457894,,3000578850942,4,0,16
8:36:01,-0.968263,51.451972,,3000578476317,9,0,
9:54:46,-0.996736,51.458982,,3000578501648,9,0,
16:12:27,-1.00262,51.441395,,3000578652516,9,0,
19:04:29,-0.971995,51.457894,,3000578727410,9,0,
18:59:17,-0.961532,51.453895,295,3000578727200,4,1,985
13:38:34,-0.96886,51.460476,,3000578601159,4,0,60
12:54:59,-0.950303,51.445155,,3000578576418,9,0,
17:20:17,-0.953015,51.450051,,3000578677492,4,0,224
10:50:17,-0.954572,51.466281,,3000578526282,4,0,17
13:25:39,-0.978694,51.456185,,3000578600697,4,0,139
0:12:03,-0.969879,51.451668,,3000578201985,4,0,8
7:46:53,-1.016252,51.455466,599,3000578451211,4,1,22
8:46:14,-0.968501,51.430364,,3000578476955,4,0,22
8:41:30,-0.97823,51.454575,898,3000578476654,4,1,177
10:04:52,-0.967155,51.439326,599,3000578502013,4,1,45
9:53:57,-0.996736,51.458982,,3000578501614,9,0,
16:50:03,-0.944972,51.435648,,3000578676542,4,0,173
12:56:38,-0.973763,51.458671,,3000578576452,4,0,18
16:10:57,-1.00262,51.441395,,3000578652469,9,0,
16:38:51,-0.965722,51.438859,,3000578676209,4,0,46
15:27:57,-0.964021,51.45494,,3000578650825,4,0,56
22:36:42,-0.917297,51.463407,,3000578826116,9,0,
12:57:04,-0.978202,51.455502,748,3000578576467,4,1,142
5:28:41,-0.97162,51.457691,,3000578400462,4,0,68
16:30:46,-0.974276,51.468029,,3000578675935,4,0,125
20:22:32,-0.972186,51.457832,,3000578752276,4,0,108
8:42:25,-0.978202,51.455502,,3000578476692,4,0,85
18:44:00,-0.958621,51.45951,178,3000578726541,4,1,96
9:09:49,-0.969516,51.482042,,3000578478199,4,0,24
16:58:25,-0.944792,51.435633,,3000578676818,4,0,67
16:39:40,-0.971592,51.445218,,3000578676153,4,0,172
7:44:41,-0.945727,51.448887,,3000578451097,4,0,127
21:52:27,-0.971995,51.457894,178,3000578801536,4,1,453
8:11:35,-1.016252,51.455466,,3000578452247,9,0,
9:06:45,-0.970127,51.482129,,3000578477953,4,0,187
15:14:00,-0.966745,51.453236,,3000578627201,4,0,72
17:35:50,-0.977874,51.458247,,3000578701516,4,0,142
11:33:46,-0.946918,51.44115,60,3000578550923,4,1,159
16:55:25,-0.955686,51.44863,,3000578676715,4,0,167
11:05:09,-0.967486,51.450401,958,3000578526620,4,1,366
13:38:38,-0.949912,51.449706,,3000578601162,9,0,
14:19:22,-0.924714,51.426026,838,3000578602249,4,1,143
15:17:13,-0.917694,51.423399,,3000578627339,4,0,150
18:55:45,-0.971728,51.45807,415,3000578727066,4,1,56
16:31:05,-0.971592,51.445218,,3000578675965,4,0,101
2:45:45,-0.973434,51.452813,239,3000578325482,4,1,667
9:45:33,-0.976216,51.433202,419,3000578501259,4,1,311
14:46:04,-0.967696,51.454887,,3000578626300,4,0,51
17:43:37,-0.95233,51.448657,60,3000578702483,4,1,425
7:58:23,-0.978824,51.457483,838,3000578451655,4,1,416
20:29:32,-0.969464,51.454254,119,3000578776006,4,1,212
0:14:27,-0.973763,51.458671,,3000578202026,4,0,33
10:40:11,-0.956991,51.45952,,3000589806121,9,0,
8:14:35,-0.962862,51.449695,238,3000589732363,4,1,56
13:24:39,-0.958257,51.453594,297,3000589880764,4,1,189
20:38:37,-0.972018,51.458431,,3000590056290,4,0,89
2:42:01,-0.97018,51.456762,,3000589605560,9,0,
20:46:55,-0.974736,51.454823,,3000590056489,9,0,
22:19:55,-0.962466,51.435833,,3000590082631,4,0,160
22:04:59,-0.966105,51.448026,,3000590082253,9,0,
23:15:38,-0.948439,51.444889,,3000590107442,9,0,
12:32:49,-0.948694,51.450107,237,3000589855957,4,1,447
15:57:35,-0.944338,51.441401,657,3000589931858,4,1,19
8:40:08,-0.931219,51.446663,779,3000589756401,4,1,50
19:19:21,-0.988891,51.44763,238,3000590007653,4,1,103
13:47:56,-0.971754,51.456795,538,3000589881251,4,1,67
2:49:11,-0.946792,51.441824,,3000589605587,4,0,210
14:44:33,-0.947949,51.449069,400,3000589906253,4,1,246
18:19:57,-0.973949,51.458657,,3000589982853,4,0,16
23:15:25,-0.945065,51.444817,,3000590107434,9,0,
17:00:50,-0.988084,51.427271,719,3000589956926,4,1,15
2:36:05,-0.970556,51.45663,,3000589605512,9,0,
8:54:41,-0.951204,51.453064,,3000589757187,4,0,46
13:07:58,-0.978261,51.457424,,3000589856928,9,0,
18:19:49,-0.963039,51.450267,231,3000589982849,4,1,320
16:39:25,-0.963192,51.454313,660,3000589956300,4,1,101
9:45:49,-0.948781,51.450266,177,3000589781315,4,1,90
23:12:41,-0.959961,51.449545,,3000590107346,9,0,
18:44:17,-0.949864,51.43276,,3000590006612,4,0,99
9:34:05,-0.95558,51.453493,237,3000589781002,4,1,288
12:56:14,-0.971642,51.455186,174,3000589856601,4,1,109
21:23:15,-1.020295,51.444337,,3000590081001,4,0,86
0:18:25,-0.970516,51.456755,292,3000589482137,4,1,109
12:57:26,-0.992317,51.441893,,3000589856619,4,0,57
21:18:43,-0.964468,51.444976,1200,3000590057230,4,1,111
6:21:02,-0.989219,51.455626,179,3000589680883,4,1,14
8:28:18,-0.97394,51.465698,479,3000589755807,4,1,378
13:42:39,-0.994785,51.451474,,3000589881148,4,0,48
23:37:16,-0.97297,51.453987,,3000590131398,4,0,8
23:21:51,-0.947175,51.444305,,3000590107600,4,0,119
23:29:59,-0.95563,51.439082,,3000590131193,9,0,
23:02:13,-0.950155,51.44693,,3000590107047,9,0,
13:41:08,-0.976073,51.454831,,3000589881079,9,0,
12:52:13,-0.977672,51.455224,237,3000589856533,4,1,119
13:33:50,-0.995176,51.450234,,3000589880996,4,0,139
13:41:37,-0.995389,51.450311,896,3000589881121,4,1,50
21:37:33,-0.973763,51.458671,,3000590081296,4,0,65
2:46:30,-0.97018,51.456762,,3000589605575,4,0,110
16:22:46,-0.979022,51.433907,,3000589932817,4,0,6
13:25:58,-0.995389,51.450311,,3000589880796,4,0,78
20:17:56,-0.932685,51.42486,,3000590032292,9,0,
23:20:22,-0.947619,51.444164,,3000590107564,4,0,144
13:30:54,-0.995389,51.450311,,3000589880933,4,0,136
18:31:10,-0.9792,51.456542,119,3000590006049,4,1,226
14:32:31,-0.968731,51.453887,177,3000589905989,4,1,265
19:09:45,-0.988882,51.447544,,3000590007369,9,0,
21:23:56,-0.945732,51.455739,,3000590081018,9,0,
2:47:35,-0.946358,51.439779,,3000589605578,9,0,
21:14:29,-0.949154,51.450441,,3000590057184,4,0,5
0:14:05,-0.970516,51.456755,,3000589482091,9,0,
23:46:20,-0.968669,51.453767,,3000590131664,9,0,
2:51:42,-0.946358,51.439779,,3000589605602,4,0,158
13:24:30,-0.944809,51.454744,,3000589880750,9,0,
20:11:46,-0.980203,51.4515,174,3000590032126,4,1,22
20:58:24,-0.947738,51.448249,,3000590056775,4,0,112
18:45:57,-0.99259,51.454886,415,3000590006651,4,1,587
8:41:13,-0.931219,51.446663,,3000589756481,4,0,76
21:10:30,-0.949473,51.449709,,3000590057087,4,0,59
14:04:54,-0.970328,51.456716,537,3000589881655,4,1,243
21:22:34,-0.944199,51.445296,,3000590057360,4,0,49
13:30:10,-0.971907,51.456754,,3000589880800,4,0,238
21:20:43,-0.964285,51.44507,,3000590057289,9,0,
22:23:06,-0.962466,51.435833,359,3000590106008,4,1,216
23:29:39,-0.947629,51.444201,,3000590131172,4,0,82
23:23:30,-0.936651,51.44639,,3000590131028,4,0,70
23:21:13,-0.941853,51.454893,372,3000590107575,4,1,691
7:05:49,-0.972867,51.452457,297,3000589706032,4,1,570
13:00:03,-0.992317,51.441893,,3000589856698,4,0,44
13:12:33,-0.978261,51.457424,,3000589857090,4,0,162
17:11:13,-0.996634,51.451354,,3000589957221,9,0,
22:15:38,-0.973348,51.453919,477,3000590082542,4,1,35
23:26:57,-0.947641,51.44417,358,3000590107597,4,1,492
23:01:08,-0.950155,51.44693,,3000590106965,4,0,119
20:41:55,-0.965438,51.445,,3000590056351,4,0,49
12:11:56,-0.943285,51.426565,,3000589831917,4,0,11
15:04:15,-0.975148,51.461136,358,3000589906839,4,1,439
20:23:30,-0.974498,51.45438,,3000590055980,4,0,61
17:55:16,-0.920152,51.460043,,3000589981914,4,0,118
13:19:20,-0.995193,51.45032,,3000589857299,9,0,
18:07:16,-0.97823,51.454575,110,3000589982404,4,1,562
21:10:17,-0.949154,51.450441,,3000590057078,9,0,
21:56:27,-0.966245,51.451806,439,3000590081742,4,1,132
23:15:17,-0.951415,51.451435,,3000590107431,9,0,
13:22:53,-0.976396,51.456537,,3000589857365,4,0,87
15:57:15,-0.947313,51.441908,,3000589931789,4,0,88
21:06:23,-0.9565,51.442937,,3000590056984,4,0,193
0:10:58,-0.953179,51.465709,,3000589482055,4,0,39
20:49:13,-0.978212,51.460683,,3000590056554,9,0,
18:41:41,-0.949864,51.43276,,3000590006063,4,0,909
17:57:45,-0.969235,51.451074,,3000589981972,9,0,
13:25:09,-0.947578,51.444288,,3000589880780,4,0,88
19:58:53,-0.955909,51.453385,60,3000582441318,4,1,86
16:19:52,-0.966711,51.453107,238,3000582341502,4,1,548
15:13:24,-1.022248,51.431179,,3000582316361,4,0,70
3:22:15,-0.936465,51.442735,239,3000582015822,4,1,633
8:48:42,-0.971092,51.449519,419,3000582165860,4,1,105
9:45:11,-0.996736,51.458982,,3000582190819,9,0,
12:13:04,-0.991929,51.448948,295,3000582241293,4,1,100
0:15:39,-0.969372,51.454032,60,3000580151815,4,1,72
22:36:37,-0.978132,51.465181,,3000580126385,4,0,161
22:03:08,-0.966536,51.454712,,3000580101487,4,0,59
14:57:30,-0.967901,51.468379,60,3000579926365,4,1,70
0:49:07,-0.958345,51.466235,,3000579526482,4,0,228
1:22:37,-0.944769,51.454228,,3000579527035,4,0,227
3:08:25,-0.946989,51.444335,,3000579625808,9,0,
7:48:03,-0.931454,51.452609,,3000579750630,9,0,
5:08:55,-0.945578,51.451245,239,3000579675804,4,1,76
